loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
16000,36,14.61,D,D1,< 1 year,MORTGAGE,Not Verified,135000.0,Fully Paid,small_business,20.74,0.0,2010,1
10000,36,8.59,A,A4,3 years,MORTGAGE,Not Verified,110000.0,Fully Paid,other,2.02,0.0,2009,12
24800,36,12.53,B,B5,8 years,MORTGAGE,Not Verified,87000.0,Fully Paid,debt_consolidation,5.9,0.0,2009,12
14000,36,19.82,G,G1,4 years,RENT,Not Verified,40000.0,Fully Paid,small_business,7.38,0.0,2009,12
4800,36,7.4,A,A2,< 1 year,RENT,Not Verified,120000.0,Fully Paid,debt_consolidation,15.3,0.0,2009,12
6600,36,8.59,A,A4,< 1 year,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,14.84,0.0,2009,12
13000,36,8.59,A,A4,10+ years,MORTGAGE,Not Verified,35328.0,Fully Paid,debt_consolidation,17.63,0.0,2009,12
11000,36,8.59,A,A4,4 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,11.07,0.0,2009,12
15000,36,15.65,D,D4,3 years,RENT,Not Verified,65000.0,Fully Paid,debt_consolidation,8.97,0.0,2009,12
14500,36,11.48,B,B2,10+ years,OWN,Not Verified,79000.0,Fully Paid,debt_consolidation,6.88,0.0,2009,12
19500,36,11.83,B,B3,2 years,MORTGAGE,Not Verified,68900.0,Fully Paid,credit_card,16.44,0.0,2009,12
8000,36,12.53,B,B5,3 years,RENT,Not Verified,38000.0,Fully Paid,debt_consolidation,8.43,0.0,2009,12
15000,36,13.92,C,C4,3 years,RENT,Not Verified,165000.0,Fully Paid,debt_consolidation,6.65,0.0,2009,12
1000,36,15.65,D,D4,2 years,RENT,Not Verified,16000.0,Fully Paid,other,14.1,0.0,2009,12
8000,36,14.26,C,C5,9 years,OWN,Not Verified,33000.0,Fully Paid,other,16.22,0.0,2009,12
20500,36,12.53,B,B5,5 years,RENT,Not Verified,40934.4,Fully Paid,debt_consolidation,17.38,0.0,2009,12
1500,36,12.87,C,C1,4 years,MORTGAGE,Not Verified,58000.0,Fully Paid,major_purchase,17.32,0.0,2009,12
13750,36,13.22,C,C2,2 years,MORTGAGE,Not Verified,42000.0,Charged Off,debt_consolidation,24.03,0.0,2009,12
5000,36,11.14,B,B1,6 years,MORTGAGE,Not Verified,67870.0,Fully Paid,debt_consolidation,13.35,0.0,2009,12
8400,36,11.83,B,B3,2 years,RENT,Not Verified,47000.0,Fully Paid,debt_consolidation,5.67,0.0,2009,12
25000,36,14.96,D,D2,2 years,MORTGAGE,Not Verified,87000.0,Fully Paid,debt_consolidation,24.19,0.0,2009,12
6200,36,11.14,B,B1,< 1 year,OWN,Not Verified,24000.0,Charged Off,debt_consolidation,8.9,0.0,2010,1
5000,36,14.61,D,D1,4 years,OWN,Not Verified,55000.0,Fully Paid,debt_consolidation,2.42,0.0,2009,12
12000,36,8.94,A,A5,5 years,OWN,Not Verified,72645.36,Fully Paid,home_improvement,15.1,0.0,2009,12
18000,36,12.18,B,B4,2 years,RENT,Not Verified,101500.0,Fully Paid,debt_consolidation,9.28,1.0,2009,12
6000,36,7.74,A,A3,4 years,MORTGAGE,Not Verified,80000.0,Fully Paid,educational,6.75,0.0,2009,12
7750,36,7.74,A,A3,1 year,RENT,Not Verified,48000.0,Fully Paid,debt_consolidation,11.75,0.0,2009,12
15250,36,16.7,E,E2,5 years,RENT,Not Verified,28080.0,Charged Off,small_business,13.16,0.0,2009,12
10500,36,11.83,B,B3,< 1 year,MORTGAGE,Not Verified,79000.0,Charged Off,home_improvement,4.57,0.0,2010,1
8000,36,7.74,A,A3,5 years,MORTGAGE,Not Verified,125000.0,Fully Paid,major_purchase,0.74,0.0,2009,12
12500,36,14.61,D,D1,8 years,RENT,Not Verified,42960.0,Fully Paid,small_business,0.84,0.0,2009,12
5400,36,8.94,A,A5,< 1 year,MORTGAGE,Not Verified,75000.0,Fully Paid,debt_consolidation,10.48,0.0,2009,12
12000,36,11.83,B,B3,10+ years,OWN,Not Verified,122000.0,Fully Paid,debt_consolidation,11.02,0.0,2009,12
1000,36,11.48,B,B2,< 1 year,MORTGAGE,Not Verified,57600.0,Fully Paid,other,24.46,1.0,2009,12
2500,36,14.61,D,D1,2 years,RENT,Not Verified,35000.0,Fully Paid,other,17.25,0.0,2009,12
10000,36,13.57,C,C3,4 years,RENT,Not Verified,47500.0,Charged Off,debt_consolidation,21.3,0.0,2009,12
14400,36,11.14,B,B1,7 years,MORTGAGE,Not Verified,200000.0,Fully Paid,credit_card,9.68,0.0,2009,12
5000,36,11.48,B,B2,1 year,RENT,Not Verified,24000.0,Fully Paid,wedding,11.0,0.0,2009,12
1000,36,7.4,A,A2,2 years,MORTGAGE,Not Verified,45000.0,Fully Paid,other,3.84,0.0,2009,12
6000,36,12.53,B,B5,4 years,RENT,Not Verified,73000.0,Fully Paid,moving,2.91,0.0,2009,12
14000,36,12.18,B,B4,1 year,MORTGAGE,Not Verified,56000.0,Fully Paid,debt_consolidation,6.36,0.0,2009,12
24250,36,12.18,B,B4,< 1 year,OWN,Not Verified,60000.0,Fully Paid,debt_consolidation,21.9,0.0,2009,12
10000,36,12.18,B,B4,3 years,RENT,Verified,38000.0,Fully Paid,debt_consolidation,10.2,0.0,2009,12
1500,36,13.92,C,C4,3 years,MORTGAGE,Not Verified,54000.0,Charged Off,debt_consolidation,20.7,0.0,2009,12
15000,36,12.87,C,C1,4 years,RENT,Not Verified,48500.0,Fully Paid,debt_consolidation,15.39,0.0,2009,12
15000,36,11.14,B,B1,< 1 year,RENT,Verified,59880.0,Fully Paid,other,0.0,0.0,2009,12
5000,36,13.92,C,C4,< 1 year,MORTGAGE,Not Verified,118000.0,Fully Paid,debt_consolidation,21.98,0.0,2009,12
8000,36,12.53,B,B5,< 1 year,OWN,Not Verified,60000.0,Fully Paid,debt_consolidation,8.58,0.0,2009,12
20000,36,16.0,D,D5,2 years,RENT,Not Verified,52000.0,Charged Off,other,0.6,0.0,2009,12
12000,36,13.22,C,C2,1 year,RENT,Not Verified,40000.0,Fully Paid,other,1.83,0.0,2009,12
5500,36,7.74,A,A3,< 1 year,RENT,Not Verified,38500.0,Fully Paid,debt_consolidation,8.42,0.0,2009,12
7000,36,13.92,C,C4,3 years,OWN,Not Verified,65000.0,Fully Paid,major_purchase,9.47,0.0,2009,12
20000,36,14.96,D,D2,10+ years,MORTGAGE,Verified,120456.0,Fully Paid,debt_consolidation,21.04,0.0,2009,12
14500,36,14.61,D,D1,9 years,MORTGAGE,Not Verified,26000.0,Fully Paid,house,2.63,0.0,2009,12
3000,36,13.92,C,C4,6 years,OWN,Not Verified,65000.0,Fully Paid,home_improvement,17.82,0.0,2009,12
16000,36,14.96,D,D2,< 1 year,RENT,Not Verified,75000.0,Fully Paid,small_business,7.02,0.0,2009,12
3000,36,16.7,E,E2,2 years,RENT,Not Verified,45000.0,Fully Paid,major_purchase,13.41,0.0,2009,12
5000,36,7.4,A,A2,< 1 year,MORTGAGE,Not Verified,74400.0,Fully Paid,other,2.15,0.0,2009,12
11700,36,12.87,C,C1,2 years,MORTGAGE,Not Verified,53832.0,Fully Paid,credit_card,24.7,0.0,2009,12
9600,36,14.96,D,D2,10+ years,MORTGAGE,Not Verified,67350.0,Fully Paid,debt_consolidation,5.56,0.0,2009,12
3000,36,13.57,C,C3,< 1 year,MORTGAGE,Not Verified,70000.0,Fully Paid,debt_consolidation,5.69,0.0,2009,12
8500,36,11.83,B,B3,2 years,RENT,Not Verified,59000.0,Fully Paid,debt_consolidation,15.36,0.0,2009,12
5000,36,19.47,F,F5,< 1 year,OWN,Not Verified,30288.24,Charged Off,small_business,2.5,0.0,2009,12
10000,36,11.83,B,B3,7 years,MORTGAGE,Not Verified,27000.0,Fully Paid,home_improvement,0.67,0.0,2009,12
2400,36,14.26,C,C5,< 1 year,RENT,Not Verified,28800.0,Charged Off,debt_consolidation,19.13,1.0,2009,12
3600,36,14.96,D,D2,< 1 year,RENT,Not Verified,24000.0,Charged Off,other,4.75,0.0,2009,12
6000,36,13.57,C,C3,5 years,RENT,Verified,22880.0,Fully Paid,debt_consolidation,20.19,0.0,2009,12
5000,36,7.74,A,A3,2 years,MORTGAGE,Not Verified,107000.0,Fully Paid,major_purchase,6.24,0.0,2009,12
8000,36,12.87,C,C1,3 years,MORTGAGE,Not Verified,108600.0,Fully Paid,medical,15.86,0.0,2009,12
8000,36,13.22,C,C2,3 years,MORTGAGE,Not Verified,94965.0,Fully Paid,debt_consolidation,18.55,0.0,2009,12
5000,36,11.83,B,B3,2 years,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,15.17,0.0,2009,12
16800,36,12.53,B,B5,1 year,RENT,Not Verified,50000.0,Fully Paid,debt_consolidation,8.21,0.0,2009,12
25000,36,12.18,B,B4,4 years,MORTGAGE,Not Verified,86000.0,Fully Paid,debt_consolidation,9.99,0.0,2009,12
7375,36,8.94,A,A5,3 years,RENT,Not Verified,95000.0,Fully Paid,wedding,6.44,0.0,2009,12
3000,36,13.92,C,C4,< 1 year,RENT,Not Verified,16320.0,Fully Paid,other,14.71,0.0,2009,12
16000,36,16.0,D,D5,< 1 year,OWN,Not Verified,60000.0,Fully Paid,small_business,19.06,0.0,2009,12
12000,36,8.94,A,A5,< 1 year,RENT,Not Verified,89000.0,Fully Paid,car,1.0,0.0,2009,12
22000,36,13.92,C,C4,10+ years,MORTGAGE,Not Verified,75000.0,Fully Paid,credit_card,23.92,0.0,2009,12
3600,36,7.74,A,A3,10+ years,MORTGAGE,Not Verified,68000.0,Fully Paid,major_purchase,1.41,0.0,2009,12
15000,36,14.26,C,C5,< 1 year,RENT,Not Verified,100000.0,Fully Paid,other,1.09,0.0,2009,12
5000,36,14.61,D,D1,4 years,OWN,Verified,33000.0,Charged Off,debt_consolidation,18.62,0.0,2009,12
2000,36,12.53,B,B5,5 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,4.12,0.0,2009,12
1600,36,13.57,C,C3,2 years,OWN,Not Verified,12360.0,Charged Off,other,21.46,0.0,2009,12
1000,36,8.59,A,A4,< 1 year,RENT,Not Verified,70399.0,Fully Paid,other,13.62,0.0,2009,12
1000,36,8.59,A,A4,3 years,OWN,Not Verified,54870.0,Fully Paid,home_improvement,3.59,0.0,2009,12
14000,36,13.57,C,C3,< 1 year,MORTGAGE,Not Verified,115000.0,Charged Off,debt_consolidation,15.43,0.0,2009,12
11200,36,14.26,C,C5,4 years,MORTGAGE,Not Verified,73063.56,Fully Paid,debt_consolidation,5.83,0.0,2009,12
20000,36,12.18,B,B4,5 years,MORTGAGE,Not Verified,48235.0,Fully Paid,debt_consolidation,7.61,0.0,2009,12
6000,36,12.18,B,B4,4 years,OWN,Not Verified,78000.0,Fully Paid,debt_consolidation,19.88,0.0,2009,12
15000,36,11.83,B,B3,10+ years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,7.78,0.0,2009,12
11200,36,14.26,C,C5,1 year,RENT,Not Verified,48000.0,Fully Paid,other,12.55,0.0,2009,12
25000,36,12.18,B,B4,2 years,MORTGAGE,Not Verified,77000.0,Fully Paid,credit_card,22.44,0.0,2009,12
2100,36,8.94,A,A5,< 1 year,RENT,Not Verified,12000.0,Fully Paid,other,5.8,0.0,2009,12
15200,36,11.48,B,B2,4 years,RENT,Not Verified,48000.0,Fully Paid,debt_consolidation,24.13,0.0,2009,12
15000,36,17.74,E,E5,< 1 year,MORTGAGE,Verified,89000.0,Charged Off,small_business,7.15,0.0,2009,12
10000,36,12.18,B,B4,10+ years,RENT,Not Verified,30000.0,Charged Off,other,24.56,0.0,2009,12
15000,36,13.57,C,C3,2 years,RENT,Verified,108000.0,Fully Paid,debt_consolidation,9.43,0.0,2009,12
12000,36,13.57,C,C3,1 year,RENT,Not Verified,100000.0,Fully Paid,credit_card,11.48,0.0,2009,12
3600,36,8.94,A,A5,< 1 year,RENT,Verified,75000.0,Fully Paid,credit_card,18.3,0.0,2009,12
1000,36,8.59,A,A4,1 year,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,1.9,0.0,2009,12
7000,36,13.92,C,C4,1 year,MORTGAGE,Not Verified,25200.0,Fully Paid,debt_consolidation,14.14,0.0,2009,12
25000,36,12.18,B,B4,10+ years,OWN,Verified,78000.0,Fully Paid,credit_card,17.62,0.0,2009,12
15000,36,16.7,E,E2,< 1 year,RENT,Not Verified,75000.0,Fully Paid,small_business,20.4,0.0,2009,12
10000,36,8.94,A,A5,6 years,RENT,Verified,114800.0,Fully Paid,debt_consolidation,6.34,0.0,2009,12
5000,36,11.83,B,B3,< 1 year,MORTGAGE,Not Verified,48996.0,Fully Paid,other,24.39,0.0,2009,12
5000,36,12.87,C,C1,< 1 year,MORTGAGE,Not Verified,90000.0,Fully Paid,debt_consolidation,22.43,0.0,2009,12
8000,36,8.59,A,A4,6 years,RENT,Not Verified,78500.0,Fully Paid,wedding,8.09,0.0,2009,12
1000,36,14.26,C,C5,2 years,RENT,Not Verified,20000.0,Fully Paid,other,8.34,0.0,2009,12
2600,36,7.74,A,A3,6 years,MORTGAGE,Not Verified,28500.0,Fully Paid,major_purchase,20.13,0.0,2009,12
3900,36,12.53,B,B5,3 years,RENT,Not Verified,20292.0,Fully Paid,major_purchase,24.13,0.0,2009,12
6400,36,13.22,C,C2,10+ years,OWN,Not Verified,67000.0,Fully Paid,major_purchase,15.15,0.0,2009,12
5100,36,13.22,C,C2,4 years,MORTGAGE,Not Verified,70000.0,Charged Off,home_improvement,9.14,0.0,2009,12
2500,36,11.14,B,B1,3 years,RENT,Not Verified,30000.0,Fully Paid,credit_card,19.88,0.0,2009,12
11200,36,15.31,D,D3,< 1 year,MORTGAGE,Not Verified,43008.0,Fully Paid,major_purchase,21.85,0.0,2009,12
6000,36,13.57,C,C3,< 1 year,MORTGAGE,Not Verified,140000.0,Fully Paid,home_improvement,9.51,0.0,2009,12
3000,36,13.22,C,C2,8 years,MORTGAGE,Not Verified,32500.0,Fully Paid,home_improvement,22.74,0.0,2009,12
10000,36,11.14,B,B1,9 years,RENT,Not Verified,170000.0,Fully Paid,credit_card,10.79,0.0,2009,12
12000,36,13.22,C,C2,< 1 year,RENT,Not Verified,26237.88,Fully Paid,debt_consolidation,3.7,0.0,2009,12
5000,36,13.22,C,C2,2 years,RENT,Not Verified,50000.0,Charged Off,debt_consolidation,3.26,0.0,2009,12
9000,36,8.59,A,A4,< 1 year,RENT,Not Verified,44700.0,Fully Paid,other,21.99,0.0,2009,12
3000,36,11.83,B,B3,4 years,RENT,Not Verified,48000.0,Fully Paid,other,23.93,0.0,2009,12
5000,36,12.87,C,C1,2 years,OWN,Not Verified,36000.0,Fully Paid,major_purchase,8.7,0.0,2009,12
1000,36,7.74,A,A3,6 years,MORTGAGE,Not Verified,98000.0,Fully Paid,major_purchase,0.43,0.0,2009,12
10000,36,8.59,A,A4,5 years,RENT,Not Verified,102000.0,Fully Paid,other,9.33,0.0,2009,12
7500,36,8.59,A,A4,10+ years,MORTGAGE,Not Verified,105000.0,Fully Paid,major_purchase,7.39,0.0,2009,12
4000,36,12.87,C,C1,< 1 year,RENT,Not Verified,24000.0,Fully Paid,debt_consolidation,22.55,0.0,2009,12
4500,36,11.48,B,B2,< 1 year,MORTGAGE,Not Verified,42000.0,Fully Paid,credit_card,0.0,0.0,2009,12
2000,36,15.65,D,D4,2 years,MORTGAGE,Not Verified,75000.0,Fully Paid,home_improvement,6.61,0.0,2009,12
12500,36,8.94,A,A5,5 years,MORTGAGE,Not Verified,180952.0,Charged Off,home_improvement,4.26,0.0,2009,12
13000,36,11.83,B,B3,5 years,RENT,Not Verified,39000.0,Fully Paid,debt_consolidation,24.31,0.0,2009,12
7500,36,13.22,C,C2,10+ years,OWN,Not Verified,40000.0,Fully Paid,credit_card,13.31,0.0,2009,12
8000,36,12.87,C,C1,1 year,RENT,Not Verified,52800.0,Fully Paid,debt_consolidation,17.16,0.0,2009,12
16000,36,19.47,F,F5,2 years,RENT,Not Verified,64575.0,Charged Off,other,19.36,0.0,2009,12
25000,36,11.83,B,B3,5 years,RENT,Not Verified,49464.2,Fully Paid,wedding,21.45,0.0,2009,12
18000,36,12.18,B,B4,1 year,MORTGAGE,Not Verified,85000.0,Fully Paid,debt_consolidation,11.93,0.0,2009,12
12500,36,11.48,B,B2,4 years,MORTGAGE,Not Verified,125000.0,Fully Paid,debt_consolidation,9.43,0.0,2009,12
5600,36,12.18,B,B4,< 1 year,RENT,Not Verified,12000.0,Fully Paid,car,6.0,0.0,2009,12
8000,36,19.13,F,F4,5 years,OWN,Verified,115000.0,Fully Paid,other,11.79,0.0,2009,12
5400,36,14.26,C,C5,< 1 year,MORTGAGE,Not Verified,36000.0,Fully Paid,home_improvement,18.37,0.0,2009,12
1000,36,8.59,A,A4,< 1 year,OWN,Not Verified,55000.0,Fully Paid,educational,10.69,0.0,2009,12
10000,36,15.31,D,D3,2 years,OWN,Not Verified,81000.0,Fully Paid,home_improvement,6.59,0.0,2009,12
20000,36,13.92,C,C4,2 years,MORTGAGE,Not Verified,120000.0,Fully Paid,debt_consolidation,21.64,0.0,2009,12
5500,36,14.61,D,D1,1 year,MORTGAGE,Not Verified,61400.0,Fully Paid,other,20.38,0.0,2009,12
2100,36,11.48,B,B2,< 1 year,RENT,Not Verified,33600.0,Fully Paid,credit_card,13.39,0.0,2009,12
1600,36,11.14,B,B1,9 years,RENT,Not Verified,70000.0,Fully Paid,credit_card,0.45,0.0,2009,12
3200,36,7.4,A,A2,10+ years,MORTGAGE,Verified,71000.0,Fully Paid,other,11.98,0.0,2009,12
3000,36,7.4,A,A2,2 years,RENT,Not Verified,54000.0,Fully Paid,other,22.82,0.0,2009,12
4000,36,13.22,C,C2,< 1 year,RENT,Not Verified,42000.0,Fully Paid,educational,13.69,0.0,2009,12
5000,36,8.59,A,A4,8 years,MORTGAGE,Not Verified,62000.0,Fully Paid,other,16.3,0.0,2009,12
8000,36,12.87,C,C1,1 year,MORTGAGE,Not Verified,136000.0,Fully Paid,debt_consolidation,16.59,0.0,2009,12
3200,36,18.09,F,F1,< 1 year,OWN,Not Verified,15600.0,Fully Paid,major_purchase,6.38,0.0,2009,12
20000,36,12.53,B,B5,4 years,OWN,Not Verified,170000.0,Fully Paid,home_improvement,3.43,0.0,2009,12
8000,36,14.96,D,D2,1 year,RENT,Not Verified,120000.0,Fully Paid,debt_consolidation,11.7,0.0,2009,12
15200,36,16.0,D,D5,10+ years,RENT,Not Verified,39000.0,Fully Paid,debt_consolidation,13.91,0.0,2009,12
5000,36,7.74,A,A3,< 1 year,RENT,Not Verified,30000.0,Fully Paid,educational,17.28,0.0,2009,12
7000,36,16.35,E,E1,2 years,RENT,Not Verified,70000.0,Fully Paid,small_business,2.57,0.0,2009,12
25000,36,14.61,D,D1,9 years,RENT,Not Verified,71000.0,Fully Paid,debt_consolidation,22.62,0.0,2009,12
10000,36,13.57,C,C3,< 1 year,MORTGAGE,Not Verified,108960.0,Fully Paid,wedding,21.32,0.0,2009,12
18000,36,12.18,B,B4,3 years,RENT,Verified,65000.0,Charged Off,major_purchase,13.9,0.0,2009,12
5000,36,11.83,B,B3,5 years,OWN,Not Verified,20000.0,Fully Paid,other,13.02,0.0,2009,12
3000,36,11.14,B,B1,5 years,MORTGAGE,Not Verified,27000.0,Fully Paid,debt_consolidation,14.67,0.0,2009,12
17000,36,12.87,C,C1,2 years,RENT,Not Verified,41400.0,Fully Paid,other,18.03,0.0,2009,12
18200,36,14.26,C,C5,5 years,MORTGAGE,Not Verified,55900.0,Fully Paid,debt_consolidation,15.65,0.0,2009,12
10000,36,14.26,C,C5,< 1 year,MORTGAGE,Not Verified,43200.0,Fully Paid,other,0.78,0.0,2009,12
9000,36,11.83,B,B3,< 1 year,RENT,Not Verified,34000.0,Fully Paid,debt_consolidation,17.12,0.0,2009,12
6000,36,13.22,C,C2,3 years,RENT,Not Verified,63402.0,Fully Paid,major_purchase,10.96,0.0,2009,12
10000,36,13.22,C,C2,< 1 year,RENT,Not Verified,95000.0,Charged Off,debt_consolidation,8.29,0.0,2009,12
15000,36,13.22,C,C2,7 years,MORTGAGE,Not Verified,73200.0,Fully Paid,debt_consolidation,1.66,0.0,2009,12
10000,36,11.14,B,B1,< 1 year,MORTGAGE,Not Verified,98400.0,Fully Paid,credit_card,12.45,0.0,2009,12
15000,36,12.87,C,C1,7 years,MORTGAGE,Not Verified,60000.0,Fully Paid,debt_consolidation,10.86,0.0,2009,12
13200,36,11.14,B,B1,7 years,OWN,Not Verified,125000.0,Fully Paid,debt_consolidation,7.62,0.0,2009,12
5500,36,11.48,B,B2,4 years,RENT,Not Verified,14400.0,Fully Paid,other,12.08,0.0,2009,12
8400,36,12.87,C,C1,3 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,21.36,0.0,2009,12
11000,36,12.53,B,B5,< 1 year,RENT,Not Verified,50000.0,Fully Paid,credit_card,16.78,0.0,2009,12
12500,36,13.92,C,C4,< 1 year,MORTGAGE,Not Verified,135000.0,Fully Paid,small_business,4.95,0.0,2009,12
15000,36,15.31,D,D3,< 1 year,OWN,Not Verified,40000.0,Fully Paid,debt_consolidation,12.33,0.0,2009,12
10000,36,15.65,D,D4,3 years,RENT,Verified,36000.0,Fully Paid,other,14.97,0.0,2009,12
24250,36,12.53,B,B5,1 year,RENT,Verified,89908.0,Fully Paid,debt_consolidation,11.41,0.0,2009,12
4800,36,11.48,B,B2,6 years,MORTGAGE,Verified,99400.0,Fully Paid,other,23.76,0.0,2009,12
8500,36,13.22,C,C2,10+ years,MORTGAGE,Not Verified,75000.0,Fully Paid,credit_card,7.73,0.0,2009,12
9600,36,13.57,C,C3,7 years,RENT,Not Verified,60000.0,Fully Paid,other,13.2,0.0,2009,12
14000,36,11.14,B,B1,1 year,RENT,Not Verified,169000.0,Fully Paid,house,4.76,0.0,2009,12
8900,36,12.18,B,B4,2 years,RENT,Not Verified,49500.0,Fully Paid,debt_consolidation,12.68,0.0,2009,12
10000,36,15.31,D,D3,10+ years,RENT,Not Verified,86000.0,Fully Paid,debt_consolidation,16.33,1.0,2009,12
9000,36,14.61,D,D1,2 years,RENT,Not Verified,30000.0,Charged Off,major_purchase,15.44,0.0,2009,12
7000,36,8.94,A,A5,6 years,RENT,Not Verified,48000.0,Fully Paid,debt_consolidation,14.4,0.0,2009,12
6500,36,14.96,D,D2,1 year,RENT,Not Verified,60000.0,Charged Off,house,1.08,0.0,2009,12
10000,36,7.74,A,A3,3 years,MORTGAGE,Not Verified,51000.0,Fully Paid,home_improvement,7.98,0.0,2009,12
15600,36,12.87,C,C1,4 years,RENT,Not Verified,41000.0,Fully Paid,debt_consolidation,22.04,0.0,2009,12
10000,36,12.87,C,C1,< 1 year,MORTGAGE,Not Verified,100000.0,Fully Paid,debt_consolidation,21.28,0.0,2009,12
6500,36,15.65,D,D4,4 years,RENT,Not Verified,36000.0,Charged Off,debt_consolidation,14.97,0.0,2009,12
3000,36,12.87,C,C1,< 1 year,RENT,Not Verified,17280.0,Fully Paid,educational,3.89,0.0,2009,12
16750,36,12.53,B,B5,4 years,RENT,Verified,33000.0,Fully Paid,debt_consolidation,17.38,0.0,2009,12
20000,36,16.35,E,E1,9 years,MORTGAGE,Not Verified,90000.0,Fully Paid,debt_consolidation,17.43,0.0,2009,12
20000,36,13.22,C,C2,10+ years,RENT,Not Verified,97356.0,Fully Paid,debt_consolidation,23.86,0.0,2009,12
3800,36,8.59,A,A4,< 1 year,RENT,Not Verified,25000.0,Fully Paid,credit_card,5.33,0.0,2009,12
20600,36,12.53,B,B5,10+ years,MORTGAGE,Not Verified,100080.0,Fully Paid,debt_consolidation,14.45,0.0,2009,12
5000,36,8.94,A,A5,10+ years,MORTGAGE,Not Verified,42000.0,Fully Paid,educational,7.71,0.0,2009,12
5000,36,14.96,D,D2,< 1 year,OWN,Not Verified,14400.0,Charged Off,other,11.0,0.0,2009,12
18000,36,11.14,B,B1,3 years,RENT,Not Verified,70000.0,Fully Paid,debt_consolidation,10.7,0.0,2009,12
6300,36,13.22,C,C2,< 1 year,RENT,Not Verified,30000.0,Fully Paid,debt_consolidation,5.28,0.0,2009,12
15000,36,11.83,B,B3,9 years,OWN,Not Verified,60000.0,Fully Paid,home_improvement,11.7,0.0,2009,12
12000,36,8.94,A,A5,< 1 year,RENT,Not Verified,47500.0,Fully Paid,debt_consolidation,2.78,0.0,2009,12
4500,36,8.94,A,A5,3 years,RENT,Not Verified,24500.0,Fully Paid,debt_consolidation,13.86,0.0,2009,12
12000,36,8.94,A,A5,1 year,MORTGAGE,Verified,99800.0,Fully Paid,debt_consolidation,15.64,0.0,2009,12
15000,36,8.94,A,A5,< 1 year,MORTGAGE,Verified,105000.0,Fully Paid,debt_consolidation,12.53,0.0,2009,12
15000,36,8.94,A,A5,< 1 year,RENT,Not Verified,40000.0,Fully Paid,major_purchase,20.4,0.0,2009,12
14000,36,13.92,C,C4,1 year,RENT,Not Verified,54000.0,Charged Off,debt_consolidation,15.0,0.0,2009,12
6250,36,15.31,D,D3,4 years,RENT,Not Verified,19200.0,Fully Paid,educational,15.13,0.0,2009,12
10000,36,8.59,A,A4,7 years,RENT,Not Verified,55000.0,Fully Paid,other,13.85,0.0,2009,12
12500,36,11.48,B,B2,< 1 year,RENT,Not Verified,65000.0,Fully Paid,credit_card,1.63,0.0,2009,12
5000,36,14.96,D,D2,2 years,RENT,Not Verified,30000.0,Charged Off,other,24.4,0.0,2009,12
15000,36,8.94,A,A5,8 years,MORTGAGE,Verified,100000.0,Fully Paid,credit_card,2.14,0.0,2009,12
10000,36,8.94,A,A5,7 years,MORTGAGE,Not Verified,97000.0,Fully Paid,debt_consolidation,7.62,0.0,2009,12
2000,36,11.14,B,B1,5 years,RENT,Not Verified,24000.0,Fully Paid,other,21.45,0.0,2009,12
16000,36,14.96,D,D2,3 years,OWN,Verified,106000.0,Fully Paid,debt_consolidation,9.87,0.0,2009,12
24000,36,15.31,D,D3,< 1 year,RENT,Not Verified,73000.0,Fully Paid,other,13.78,0.0,2009,12
5000,36,14.61,D,D1,4 years,OWN,Not Verified,36000.0,Fully Paid,other,16.57,0.0,2009,12
8400,36,13.57,C,C3,10+ years,MORTGAGE,Not Verified,58868.0,Fully Paid,credit_card,21.34,0.0,2009,12
9000,36,8.94,A,A5,< 1 year,MORTGAGE,Not Verified,47000.0,Fully Paid,other,21.19,1.0,2009,12
10000,36,13.22,C,C2,3 years,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,8.3,0.0,2009,12
20000,36,11.14,B,B1,< 1 year,MORTGAGE,Not Verified,120000.0,Fully Paid,other,9.55,0.0,2009,12
8000,36,12.87,C,C1,< 1 year,RENT,Not Verified,50000.0,Fully Paid,debt_consolidation,5.3,0.0,2009,12
7000,36,14.96,D,D2,10+ years,MORTGAGE,Not Verified,43800.0,Charged Off,debt_consolidation,12.66,0.0,2009,12
3000,36,11.83,B,B3,10+ years,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,14.46,0.0,2009,12
6000,36,7.74,A,A3,6 years,MORTGAGE,Not Verified,90000.0,Fully Paid,debt_consolidation,15.89,0.0,2009,12
18000,36,14.96,D,D2,10+ years,RENT,Not Verified,51200.0,Fully Paid,debt_consolidation,10.71,0.0,2009,12
4200,36,11.83,B,B3,< 1 year,RENT,Not Verified,10800.0,Fully Paid,moving,0.0,0.0,2009,12
14000,36,8.94,A,A5,10+ years,RENT,Not Verified,128165.0,Fully Paid,other,4.48,0.0,2009,12
2500,36,12.87,C,C1,< 1 year,RENT,Not Verified,34368.0,Fully Paid,other,13.86,0.0,2009,12
